Parameter,Value,Run,Type
mu,0.0005092635284813327,0,Estimation
h_mu,5.716257371578687e-05,0,Estimation
nu,0.004428624478333236,0,Estimation
h_nu,-4.121889989386663e-05,0,Estimation
b0,0.0703052599239517,0,Estimation
d0,0.02969242394581213,0,Estimation
d_d0,0.0830491496851904,0,Estimation
b1,0.05000966894858787,0,Estimation
d1,0.04998781197131912,0,Estimation
mu,6.256666743753826e-05,1,Estimation
h_mu,4.0449396455106515e-05,1,Estimation
nu,0.00455208917424782,1,Estimation
h_nu,-0.0009222595518829723,1,Estimation
b0,0.05193582913986499,1,Estimation
d0,0.012274502646787646,1,Estimation
d_d0,0.07875225927911926,1,Estimation
b1,0.036991649809829906,1,Estimation
d1,0.03530729020113986,1,Estimation
mu,0.00021051291597423314,2,Estimation
h_mu,2.8046566841029744e-05,2,Estimation
nu,0.0025948303855349267,2,Estimation
h_nu,-0.011011650873186462,2,Estimation
b0,0.06987739858166754,2,Estimation
d0,0.03000531389581299,2,Estimation
d_d0,0.07903155606386661,2,Estimation
b1,0.002021494929889871,2,Estimation
d1,4.823271097988853e-05,2,Estimation
mu,0.0001518278299640434,3,Estimation
h_mu,3.357891937077155e-05,3,Estimation
nu,0.0032322932862026955,3,Estimation
h_nu,-0.06287619274510713,3,Estimation
b0,0.07413168558655804,3,Estimation
d0,0.034149700677429944,3,Estimation
d_d0,0.07935548289461031,3,Estimation
b1,0.07118494249662695,3,Estimation
d1,0.06946972366220443,3,Estimation
mu,0.0,4,Estimation
h_mu,5.7321189002561874e-05,4,Estimation
nu,0.0035169108010356344,4,Estimation
h_nu,-0.09409791802677836,4,Estimation
b0,0.06983235397925686,4,Estimation
d0,0.030165372429881696,4,Estimation
d_d0,0.08128106985463794,4,Estimation
b1,0.0497282469228279,4,Estimation
d1,0.050271431132712305,4,Estimation
mu,5.23586595521759e-05,5,Estimation
h_mu,3.364996923185272e-05,5,Estimation
nu,0.003598526134922248,5,Estimation
h_nu,-0.1,5,Estimation
b0,0.06967553909923199,5,Estimation
d0,0.030341496414131808,5,Estimation
d_d0,0.07703580162881496,5,Estimation
b1,0.03231446486326029,5,Estimation
d1,0.02986682298262781,5,Estimation
mu,0.00013540976953563803,6,Estimation
h_mu,3.03980348225905e-05,6,Estimation
nu,0.002817740973711699,6,Estimation
h_nu,-0.00014081450907158793,6,Estimation
b0,0.099999938406483,6,Estimation
d0,0.06023140662097278,6,Estimation
d_d0,0.07858327419095683,6,Estimation
b1,0.09997838392604493,6,Estimation
d1,0.09805345028987417,6,Estimation
mu,0.00013563973589835132,7,Estimation
h_mu,4.8152664609391185e-05,7,Estimation
nu,0.00368375827550739,7,Estimation
h_nu,-0.08383949952546373,7,Estimation
b0,0.09999652255294796,7,Estimation
d0,0.05970832403467711,7,Estimation
d_d0,0.08117507616280478,7,Estimation
b1,0.07125683626350945,7,Estimation
d1,0.07084329157824522,7,Estimation
mu,0.00028789100049396823,8,Estimation
h_mu,4.237748916868982e-05,8,Estimation
nu,0.0033532508264433364,8,Estimation
h_nu,-1.4300502837756055e-06,8,Estimation
b0,0.06971418311509948,8,Estimation
d0,0.029844140747492538,8,Estimation
d_d0,0.08160135807693684,8,Estimation
b1,0.05100418729375684,8,Estimation
d1,0.04889314727851995,8,Estimation
mu,0.0013499037406383785,9,Estimation
h_mu,4.3656933894857683e-05,9,Estimation
nu,0.004563215720321174,9,Estimation
h_nu,-6.0843030119491306e-05,9,Estimation
b0,0.07138002125159691,9,Estimation
d0,0.028571327897087353,9,Estimation
d_d0,0.08749430259225717,9,Estimation
b1,0.015889619938556417,9,Estimation
d1,0.01651128895833374,9,Estimation
mu,0.00024824571175111466,10,Estimation
h_mu,4.085398905903597e-05,10,Estimation
nu,0.0036046911814469717,10,Estimation
h_nu,-0.1,10,Estimation
b0,0.06402495925676467,10,Estimation
d0,0.02414766179241775,10,Estimation
d_d0,0.08005302609355373,10,Estimation
b1,0.09951485062156765,10,Estimation
d1,0.09878839435759391,10,Estimation
mu,0.0003728591611083334,11,Estimation
h_mu,2.522886013034251e-05,11,Estimation
nu,0.006072707476752394,11,Estimation
h_nu,-0.0001022734257816926,11,Estimation
b0,0.0998973337951106,11,Estimation
d0,0.06061467270303656,11,Estimation
d_d0,0.0779662087247128,11,Estimation
b1,0.0027425324914279008,11,Estimation
d1,6.842411598597175e-09,11,Estimation
mu,0.00010521573016399206,12,Estimation
h_mu,3.6643457400023566e-05,12,Estimation
nu,0.0037956461985353337,12,Estimation
h_nu,-0.00021266027887140737,12,Estimation
b0,0.098540663249936,12,Estimation
d0,0.059666381137165006,12,Estimation
d_d0,0.07732439288403274,12,Estimation
b1,0.038170582710771006,12,Estimation
d1,0.03761408725095381,12,Estimation
mu,0.00035168644565523513,13,Estimation
