Parameter,Value,Run,Type
mu,0.0,0,Estimation
h_mu,4.988449669113823e-05,0,Estimation
nu,0.0048298212173599085,0,Estimation
h_nu,-0.0009668009280896086,0,Estimation
b0,0.06736975603689484,0,Estimation
d0,0.028181798714165433,0,Estimation
d_d0,0.07929410937557542,0,Estimation
b1,0.04917039162857306,0,Estimation
d1,0.04926362297339647,0,Estimation
mu,0.0001283866382658198,1,Estimation
h_mu,4.648825300042959e-05,1,Estimation
nu,0.004603169439316649,1,Estimation
h_nu,-0.05187559175235047,1,Estimation
b0,0.09999969793671964,1,Estimation
d0,0.06072898457193091,1,Estimation
d_d0,0.07904525267597881,1,Estimation
b1,0.049498431426947875,1,Estimation
d1,0.049465678576201266,1,Estimation
mu,0.0005427194534500898,2,Estimation
h_mu,3.525626774582841e-05,2,Estimation
nu,0.00426025822429986,2,Estimation
h_nu,-8.520954384970681e-05,2,Estimation
b0,0.09999998734239954,2,Estimation
d0,0.05952031927485155,2,Estimation
d_d0,0.0808865709892582,2,Estimation
b1,0.02641749090244725,2,Estimation
d1,0.02580364887752407,2,Estimation
mu,0.0,3,Estimation
h_mu,4.103948081234107e-05,3,Estimation
nu,0.004554237683641555,3,Estimation
h_nu,-9.109271890338978e-05,3,Estimation
b0,0.06963143554970222,3,Estimation
d0,0.028428005243650526,3,Estimation
d_d0,0.08454490722098741,3,Estimation
b1,0.04933920499488719,3,Estimation
d1,0.049636004520629974,3,Estimation
mu,0.00034398706699880133,4,Estimation
h_mu,4.0199512099144786e-05,4,Estimation
nu,0.004652740026981565,4,Estimation
h_nu,-0.0009305539457652645,4,Estimation
b0,0.06441158764380946,4,Estimation
d0,0.02428893347210949,4,Estimation
d_d0,0.08161979252512863,4,Estimation
b1,0.04986909647966156,4,Estimation
d1,0.04984017654568108,4,Estimation
mu,6.445676700894717e-05,5,Estimation
h_mu,3.69933989745242e-05,5,Estimation
nu,0.0026287818726971088,5,Estimation
h_nu,-0.00013144622044820967,5,Estimation
b0,0.0774300581311635,5,Estimation
d0,0.03896794988186183,5,Estimation
d_d0,0.07507082051475303,5,Estimation
b1,0.03995111178759461,5,Estimation
d1,0.03949065283034955,5,Estimation
mu,9.491788953597452e-05,6,Estimation
h_mu,5.8887690864291414e-05,6,Estimation
nu,0.004413271977731833,6,Estimation
h_nu,-0.001543506927048075,6,Estimation
b0,0.06928995178696798,6,Estimation
d0,0.029210769634628396,6,Estimation
d_d0,0.08199769263264292,6,Estimation
b1,0.049370707471721134,6,Estimation
d1,0.04989586114264462,6,Estimation
mu,7.074770039996667e-05,7,Estimation
h_mu,3.536696501326067e-05,7,Estimation
nu,0.004193172074386101,7,Estimation
h_nu,-0.0026027218080919433,7,Estimation
b0,0.06961836174845175,7,Estimation
d0,0.030190108164093184,7,Estimation
d_d0,0.07776110356553208,7,Estimation
b1,0.05088843444749216,7,Estimation
d1,0.04901221042354092,7,Estimation
mu,2.1031838661548343e-07,8,Estimation
h_mu,2.991920765637832e-05,8,Estimation
nu,0.0037327755952845675,8,Estimation
h_nu,-3.732798281388193e-05,8,Estimation
b0,0.09995612381394187,8,Estimation
d0,0.060381020030711094,8,Estimation
d_d0,0.08037935409045482,8,Estimation
b1,0.015254642304142774,8,Estimation
d1,0.014554728859452755,8,Estimation
mu,0.00030417000309903067,9,Estimation
h_mu,6.427499641434946e-05,9,Estimation
nu,0.0019840061353916727,9,Estimation
h_nu,0.0,9,Estimation
b0,0.0711137908491886,9,Estimation
d0,0.030288406025710993,9,Estimation
d_d0,0.08528327010244427,9,Estimation
b1,0.04940277752738885,9,Estimation
d1,0.05035827785338974,9,Estimation
mu,5.0656487384733643e-05,10,Estimation
h_mu,4.679965468621318e-05,10,Estimation
nu,0.004589999215145717,10,Estimation
h_nu,-0.009936728989533607,10,Estimation
b0,0.03907190325374424,10,Estimation
d0,3.634772165126916e-05,10,Estimation
d_d0,0.07792925009714446,10,Estimation
b1,0.049923133238114446,10,Estimation
d1,0.04912451144634535,10,Estimation
mu,0.0,11,Estimation
h_mu,3.056050449753789e-05,11,Estimation
nu,0.0026543745029413307,11,Estimation
h_nu,-0.008963203960040817,11,Estimation
b0,0.041070238511748125,11,Estimation
d0,0.0009459827568746628,11,Estimation
d_d0,0.07871423148580625,11,Estimation
b1,0.047386579124500894,11,Estimation
d1,0.04565109934181119,11,Estimation
mu,0.00012117615820689749,12,Estimation
h_mu,4.4184856051112974e-05,12,Estimation
nu,0.0018799192579246236,12,Estimation
h_nu,-5.959064120361066e-06,12,Estimation
b0,0.07011980492159865,12,Estimation
d0,0.029625393275448383,12,Estimation
