% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=982169, Thu May 22 10:54:21 2025, <python>{}</python>
1 9 2.3792417665347467 0 0 2.3394220227369478 2.230917632904751 2.3289898062313696 2.371448417099466 2.2971725118037996 2.3066341512473785 2.3661550207891433
2 18 2.1108735285739564 0 0 2.0477470942455773 1.9371760393829573 2.017467632078216 2.067370811525962 1.9135357515529996 2.026313229546557 2.1070056508146626
3 27 1.9288741666617213 0 0 1.8399348769601078 1.8085802087702036 1.8286748485017887 1.9031439150206138 1.6886072020637237 1.823909218746384 1.9546397421237378
4 36 2.0802344436260785 0 0 1.880490233251607 2.1141050734791436 1.9157100710839086 2.0509211894270787 1.8827566591454992 1.9869472961360282 2.1507223039682555
5 45 2.2778995500929047 0 0 1.9171916606650403 2.427439873417431 2.0242328118887447 2.390356848458899 2.059386979007354 2.124785942898925 2.414856782171053
6 54 2.261587425793367 0 0 1.8946641671257745 2.4330409543966756 2.004458945681485 2.330719764692178 1.8962949733803762 2.120376199493235 2.3916389982328403
7 63 2.4856006913319204 0 0 2.0508519965800525 2.7962507763275495 2.1840657399979397 2.5622881881294197 2.1914254833801237 2.408489875610615 2.655232233234218
8 72 2.5827181346146317 0 0 2.148528854659098 2.987948537444981 2.1472368726366478 2.5960472384420323 2.3969145608283298 2.5168169754230996 2.7480673863936103
9 81 2.4011895520176734 0 0 1.9345701112578193 2.7794607542880354 1.9987051943187022 2.4324497482137284 2.2522756252685534 2.1724660677189913 2.53958485854655
10 90 2.52864187226226 0 0 2.0795742711391423 2.9648879529681587 2.1758456014154204 2.5802443869976277 2.3302331551964452 2.2041477798263394 2.6263759753940015
11 99 2.599984432326487 0 0 2.148608124959321 3.2889988880108088 2.312204205511419 2.5810842186541536 2.384865077950627 2.124808502981702 2.7724896639204677
12 108 2.562637640171055 0 0 2.057910387275562 3.2302894922908583 2.3055293040017846 2.394864974654063 2.4193052364082432 2.081842218656095 2.709380322446439
13 117 2.6738389098693665 0 0 2.1071252399325986 3.3828604827788182 2.292044730753336 2.7504711956492303 2.568405393802549 2.1170132993572643 2.816170974572462
14 126 2.8670539019890806 0 0 2.1279011003992685 3.553448743732261 2.5133627138891836 3.2233900275494833 2.641128858340607 2.2438658845027972 2.9299925408483123
15 135 3.0485907090332645 0 0 2.200918284844362 3.785865431101155 2.820434250342457 3.65088321751226 2.701279595985976 2.274619969230098 3.166906104339466
16 144 3.320916982575785 0 0 2.4329016947074384 3.9083335388161022 3.2924379698431907 4.105869813551722 3.0028379320096916 2.404209680100408 3.801867943210022
17 153 3.6324884196761995 0 0 2.569222567688282 4.395650368844894 3.7249937455706643 4.408953007767644 3.263596704530348 2.5794427281675905 4.394213213180641
18 162 3.7379938502548073 0 0 2.6513292452650967 4.376722668456438 3.8928122524649833 4.52913135377345 3.2506925609190724 2.6614047472506472 4.5665442518000425
19 171 3.71281814903328 0 0 2.4566628506428443 4.467176227942112 3.9416947404905143 4.476228027434785 3.196573804005919 2.5253904890959142 4.672629290649418
20 180 3.7045653036103112 0 0 2.469104477130383 4.716308120172316 3.74027072856568 4.440905195108212 3.2031269385281593 2.361264062552758 4.744508879194786
21 189 3.8183228031224066 0 0 2.4655955785802552 5.199862594213047 4.11274183073962 4.7531610481877715 3.163769520203568 2.3390615339311283 5.031192743882221
22 198 4.283251068728665 0 0 2.8045326906799093 6.148557262621044 4.6906284810980345 5.798623669081983 3.6158564438864964 2.578554097239781 5.803896116066907
23 207 3.974473808402853 0 0 2.4804455726885855 5.665475019607653 4.441924039285903 5.41980502021797 3.3480115497771563 2.1651277215545983 5.510395225663454
24 216 3.723552830097081 0 0 2.2898547489902263 5.2929248567846 4.2009305307432205 4.583455523263698 3.193613876219327 1.9145847504243796 5.077214684749231
25 225 3.5962552984324305 0 0 2.216704662880874 5.0055802881433324 4.163866101236951 4.5208171346101595 2.9027972368611543 1.7850339793642427 4.961247897802812
