Parameter,Value,Run,Type
mu,0.002161493720388686,0,Estimation
h_mu,9.432906717774078e-05,0,Estimation
nu,0.02343291459627223,0,Estimation
h_nu,-0.004686591079211381,0,Estimation
b0,0.05432129292306825,0,Estimation
d0,0.012973886160925844,0,Estimation
d_d0,0.08092583747138392,0,Estimation
b1,0.06438215351175502,0,Estimation
d1,0.06771620713274185,0,Estimation
mu,0.003410016239615179,1,Estimation
h_mu,1.1149088018884263e-05,1,Estimation
nu,0.016933827133592726,1,Estimation
h_nu,-0.000338676641256878,1,Estimation
b0,0.08600399774008674,1,Estimation
d0,0.0454651335958317,1,Estimation
d_d0,0.08327687512352687,1,Estimation
b1,0.03624828359903244,1,Estimation
d1,0.03584846525286507,1,Estimation
mu,0.0,2,Estimation
h_mu,1.795084994808225e-05,2,Estimation
nu,0.013450691324100471,2,Estimation
h_nu,-0.0015479326015454542,2,Estimation
b0,0.09999987126342226,2,Estimation
d0,0.060938699666844676,2,Estimation
d_d0,0.08348925683152018,2,Estimation
b1,0.09367743049942888,2,Estimation
d1,0.08910272419864744,2,Estimation
mu,0.000607215798943552,3,Estimation
h_mu,2.9905385654338606e-05,3,Estimation
nu,0.004743557152500143,3,Estimation
h_nu,0.0,3,Estimation
b0,0.09866004118572738,3,Estimation
d0,0.0584019636665268,3,Estimation
d_d0,0.08061148857680976,3,Estimation
b1,0.09079723625705287,3,Estimation
d1,0.08845548588631426,3,Estimation
mu,0.005447854085029659,4,Estimation
h_mu,0.00011905770507507157,4,Estimation
nu,0.011056708243401296,4,Estimation
h_nu,0.0,4,Estimation
b0,0.07937672876550604,4,Estimation
d0,0.03482374402514341,4,Estimation
d_d0,0.0833794116940223,4,Estimation
b1,0.07073240991680677,4,Estimation
d1,0.07709098718987366,4,Estimation
mu,0.0,5,Estimation
h_mu,5.1364388030219174e-05,5,Estimation
nu,0.0,5,Estimation
h_nu,-0.0001260723625415739,5,Estimation
b0,0.09999997286776302,5,Estimation
d0,0.05989622288422884,5,Estimation
d_d0,0.0781421372755259,5,Estimation
b1,0.016436386241117946,5,Estimation
d1,0.020538538454195468,5,Estimation
mu,0.00011177745299360322,6,Estimation
h_mu,7.299767950322544e-05,6,Estimation
nu,0.005563906239514399,6,Estimation
h_nu,0.0,6,Estimation
b0,0.05716061794644685,6,Estimation
d0,0.01736765620297686,6,Estimation
d_d0,0.08055621328341875,6,Estimation
b1,0.035461882577615955,6,Estimation
d1,0.03554347165366869,6,Estimation
mu,0.0,7,Estimation
h_mu,4.415788280192726e-05,7,Estimation
nu,0.014229303571139919,7,Estimation
h_nu,-0.007357210169721363,7,Estimation
b0,0.0845717528197214,7,Estimation
d0,0.04506474120017155,7,Estimation
d_d0,0.08281831462079672,7,Estimation
b1,0.0541316463777759,7,Estimation
d1,0.05230586460158967,7,Estimation
mu,0.0006312915276222826,8,Estimation
h_mu,9.18449629615137e-05,8,Estimation
nu,0.011310417276776352,8,Estimation
h_nu,0.0,8,Estimation
b0,0.054109712034098936,8,Estimation
d0,0.014160567516842824,8,Estimation
d_d0,0.08110995983137079,8,Estimation
b1,0.05405758813194041,8,Estimation
d1,0.05290597831452718,8,Estimation
mu,0.0,9,Estimation
h_mu,3.8009461013358634e-05,9,Estimation
nu,0.010105031659680923,9,Estimation
h_nu,-0.013536089901241218,9,Estimation
b0,0.08480806938804841,9,Estimation
d0,0.04489937984422226,9,Estimation
d_d0,0.08151342696560769,9,Estimation
b1,0.03833669307968474,9,Estimation
d1,0.03688814584804682,9,Estimation
mu,0.0021587868827879974,10,Estimation
h_mu,4.063438124794827e-05,10,Estimation
nu,0.027314750229501524,10,Estimation
h_nu,-0.00450275225666707,10,Estimation
b0,0.04041015220652399,10,Estimation
d0,0.0,10,Estimation
d_d0,0.08682857280901989,10,Estimation
b1,0.09918054484266181,10,Estimation
d1,0.1,10,Estimation
mu,0.0,11,Estimation
h_mu,8.376312187905721e-08,11,Estimation
nu,0.012465298037014206,11,Estimation
h_nu,-0.031711395562600185,11,Estimation
b0,0.07048858652482891,11,Estimation
d0,0.03127630044404544,11,Estimation
d_d0,0.08414001459249616,11,Estimation
b1,0.04920347834671357,11,Estimation
d1,0.04224857063250453,11,Estimation
mu,0.022160701872350953,12,Estimation
h_mu,0.0,12,Estimation
nu,0.1,12,Estimation
h_nu,-0.005467048808404073,12,Estimation
b0,0.09738917928712079,12,Estimation
d0,0.053874569841665255,12,Estimation
d_d0,0.07409561348670846,12,Estimation
b1,0.043331846008338275,12,Estimation
d1,0.06606617220786336,12,Estimation
