Parameter,Value,Run,Type
mu,0.0,0,Estimation
h_mu,5.663684452444671e-06,0,Estimation
nu,0.011182638793067768,0,Estimation
h_nu,-0.00011169232077208679,0,Estimation
b0,0.0818799511052335,0,Estimation
d0,0.04333569190419473,0,Estimation
d_d0,0.07587993863134285,0,Estimation
b1,0.1,0,Estimation
d1,0.09464901476356669,0,Estimation
mu,0.0,1,Estimation
h_mu,3.807313346513338e-05,1,Estimation
nu,0.0,1,Estimation
h_nu,-0.030607943220908335,1,Estimation
b0,0.043258691389272054,1,Estimation
d0,0.005174465201900306,1,Estimation
d_d0,0.07700906963703111,1,Estimation
b1,0.020104266776922862,1,Estimation
d1,0.02078324676023787,1,Estimation
mu,0.002197111977569003,2,Estimation
h_mu,6.472735148791193e-05,2,Estimation
nu,0.0,2,Estimation
h_nu,-0.010535289557969162,2,Estimation
b0,0.06193069593465556,2,Estimation
d0,0.01958216319211816,2,Estimation
d_d0,0.08205996690770491,2,Estimation
b1,0.03449477641716308,2,Estimation
d1,0.04011033314503415,2,Estimation
mu,0.0036376532457390114,3,Estimation
h_mu,5.370929427569207e-05,3,Estimation
nu,0.1,3,Estimation
h_nu,-0.019165714145132025,3,Estimation
b0,0.04383786677761197,3,Estimation
d0,0.0,3,Estimation
d_d0,0.08878350461256837,3,Estimation
b1,0.03165006028769262,3,Estimation
d1,0.03770303882277188,3,Estimation
mu,0.0,4,Estimation
h_mu,5.007967325371294e-05,4,Estimation
nu,0.044190177713911365,4,Estimation
h_nu,-0.06837414845296376,4,Estimation
b0,0.07639926335781028,4,Estimation
d0,0.038248585230324456,4,Estimation
d_d0,0.07659429203382559,4,Estimation
b1,0.0346149057976336,4,Estimation
d1,0.0366243393015002,4,Estimation
mu,0.0,5,Estimation
h_mu,1.714195207704872e-05,5,Estimation
nu,0.08662177934661112,5,Estimation
h_nu,-3.3430473870760504e-10,5,Estimation
b0,0.1,5,Estimation
d0,0.05286397176588597,5,Estimation
d_d0,0.09999377363181122,5,Estimation
b1,0.08340264060841186,5,Estimation
d1,0.0062662036655518035,5,Estimation
mu,0.0009739972532162855,6,Estimation
h_mu,5.016457650230085e-05,6,Estimation
nu,0.038527237773254,6,Estimation
h_nu,-0.006941494984680458,6,Estimation
b0,0.05277935720220438,6,Estimation
d0,0.013101919854475187,6,Estimation
d_d0,0.07853055398578943,6,Estimation
b1,0.03927162370110567,6,Estimation
d1,0.0427637030187437,6,Estimation
mu,0.0,7,Estimation
h_mu,3.389253694126273e-05,7,Estimation
nu,0.044190177713911365,7,Estimation
h_nu,-0.06837414845296376,7,Estimation
b0,0.06141122211608294,7,Estimation
d0,0.021500848228547573,7,Estimation
d_d0,0.07887690489577097,7,Estimation
b1,0.01920146703852201,7,Estimation
d1,0.01999683383737767,7,Estimation
mu,0.0005499574410808923,8,Estimation
h_mu,2.8991199822733905e-05,8,Estimation
nu,0.0059598568071373365,8,Estimation
h_nu,-2.3651727556680512e-05,8,Estimation
b0,0.09844075147584698,8,Estimation
d0,0.05696453425192033,8,Estimation
d_d0,0.08399430683865197,8,Estimation
b1,0.09724207506895023,8,Estimation
d1,0.09576733848143952,8,Estimation
mu,0.002271146960719368,9,Estimation
h_mu,1.5823370561788507e-05,9,Estimation
nu,0.005983538709106432,9,Estimation
h_nu,-9.918709010112956e-05,9,Estimation
b0,0.05336214122277909,9,Estimation
d0,0.01123025541432267,9,Estimation
d_d0,0.0830059311935198,9,Estimation
b1,0.055421301157460856,9,Estimation
d1,0.057445769095001264,9,Estimation
mu,0.0011208878529382928,10,Estimation
h_mu,5.2521847537151884e-05,10,Estimation
nu,0.0403300071825503,10,Estimation
h_nu,-0.016117373901848336,10,Estimation
b0,0.04990695564331976,10,Estimation
d0,0.00859004761615975,10,Estimation
d_d0,0.08276243722745903,10,Estimation
b1,0.03976043408019024,10,Estimation
d1,0.043321710324356215,10,Estimation
mu,0.0018906980155537028,11,Estimation
h_mu,3.386839708841204e-05,11,Estimation
nu,0.003789245328889257,11,Estimation
h_nu,-0.0001894623031267651,11,Estimation
b0,0.1,11,Estimation
d0,0.05894291838243803,11,Estimation
d_d0,0.08163169079630256,11,Estimation
b1,0.05179963713495834,11,Estimation
d1,0.05536899203764405,11,Estimation
mu,0.001454104758838917,12,Estimation
h_mu,4.581702078398636e-05,12,Estimation
nu,0.0,12,Estimation
h_nu,-0.007829797312135277,12,Estimation
b0,0.04074735505640039,12,Estimation
d0,7.83191111805613e-09,12,Estimation
d_d0,0.08130002021757357,12,Estimation
b1,0.030381524350345284,12,Estimation
d1,0.03393574408630389,12,Estimation
mu,0.0,13,Estimation
h_mu,3.3786568322318735e-05,13,Estimation
nu,0.044190177713911365,13,Estimation
h_nu,-0.06837414845296376,13,Estimation
b0,0.05788228251433941,13,Estimation
d0,0.0168548187514282,13,Estimation
d_d0,0.08120885575387676,13,Estimation
b1,0.07336205839802694,13,Estimation
d1,0.07502779493069296,13,Estimation
mu,0.0,14,Estimation
h_mu,5.114721249898961e-05,14,Estimation
nu,0.044190177713911365,14,Estimation
h_nu,-0.06837414845296376,14,Estimation
b0,0.09999942432085819,14,Estimation
d0,0.05882940477634558,14,Estimation
d_d0,0.0821635591114066,14,Estimation
b1,0.03701119066659495,14,Estimation
d1,0.03916913654755099,14,Estimation
mu,0.0,15,Estimation
h_mu,1.6134212704125148e-05,15,Estimation
