Parameter,Value,Run,Type
mu,0.00020688228529380895,0,Estimation
h_mu,6.024806270181216e-05,0,Estimation
nu,0.005142643789239163,0,Estimation
h_nu,-0.0001503909799918828,0,Estimation
b0,0.07774725709490612,0,Estimation
d0,0.03864436177190087,0,Estimation
d_d0,0.07797784965490903,0,Estimation
b1,0.051091952254389,0,Estimation
d1,0.051022866385249714,0,Estimation
mu,0.0,1,Estimation
h_mu,9.17788579531406e-05,1,Estimation
nu,0.0030631474240546647,1,Estimation
h_nu,0.0,1,Estimation
b0,0.06723690092364833,1,Estimation
d0,0.027767867168768216,1,Estimation
d_d0,0.07830157648172033,1,Estimation
b1,0.04638709649176822,1,Estimation
d1,0.04589832832589542,1,Estimation
mu,0.0,2,Estimation
h_mu,3.666737206912411e-05,2,Estimation
nu,0.00428068727540333,2,Estimation
h_nu,-0.00013838756971314235,2,Estimation
b0,0.04002236295479088,2,Estimation
d0,2.1393693646027413e-09,2,Estimation
d_d0,0.08306748816301225,2,Estimation
b1,0.05293296281809174,2,Estimation
d1,0.05190899643554314,2,Estimation
mu,0.0,3,Estimation
h_mu,5.868227505663245e-05,3,Estimation
nu,0.005275164679443154,3,Estimation
h_nu,-0.005912466888486373,3,Estimation
b0,0.09760303634981986,3,Estimation
d0,0.0581050510449409,3,Estimation
d_d0,0.07734101589458105,3,Estimation
b1,0.05358969335628609,3,Estimation
d1,0.054116250254012704,3,Estimation
mu,0.0003940808381428774,4,Estimation
h_mu,3.3939882167091344e-05,4,Estimation
nu,0.0039274159423654705,4,Estimation
h_nu,-4.1416002232467843e-05,4,Estimation
b0,0.05163906708485505,4,Estimation
d0,0.011200921783019343,4,Estimation
d_d0,0.0814135807539559,4,Estimation
b1,0.04828231464612216,4,Estimation
d1,0.04739333288318653,4,Estimation
mu,0.0,5,Estimation
h_mu,4.6609773684713444e-05,5,Estimation
nu,0.0036096529101719253,5,Estimation
h_nu,-2.4289164859776615e-05,5,Estimation
b0,0.08219291323578942,5,Estimation
d0,0.04242152081147543,5,Estimation
d_d0,0.08066551660029878,5,Estimation
b1,0.04843942288864348,5,Estimation
d1,0.04707091827797107,5,Estimation
mu,0.0,6,Estimation
h_mu,6.311123533078352e-05,6,Estimation
nu,0.005410246703392888,6,Estimation
h_nu,-0.043719403732073246,6,Estimation
b0,0.082413822426131,6,Estimation
d0,0.04335028027202445,6,Estimation
d_d0,0.07652094071954399,6,Estimation
b1,0.050988866615002196,6,Estimation
d1,0.05197674166670017,6,Estimation
mu,0.0,7,Estimation
h_mu,5.025489955425741e-05,7,Estimation
nu,0.006151353405850537,7,Estimation
h_nu,-0.0852683200444043,7,Estimation
b0,0.05950225329569049,7,Estimation
d0,0.02025984315510034,7,Estimation
d_d0,0.07888843952368968,7,Estimation
b1,0.04937365971702242,7,Estimation
d1,0.050045527516250896,7,Estimation
mu,0.0,8,Estimation
h_mu,5.1484596184596534e-05,8,Estimation
nu,0.00551539212779304,8,Estimation
h_nu,-0.005659908748771654,8,Estimation
b0,0.06982962958833785,8,Estimation
d0,0.03017436157530727,8,Estimation
d_d0,0.07855212748670842,8,Estimation
b1,0.04292912784802186,8,Estimation
d1,0.043776417201694895,8,Estimation
mu,0.00028915667063114284,9,Estimation
h_mu,4.1159501282534007e-05,9,Estimation
nu,0.0036595917658036378,9,Estimation
h_nu,-6.510789679185707e-05,9,Estimation
b0,0.06976284827382767,9,Estimation
d0,0.030117857858141323,9,Estimation
d_d0,0.07741264664180586,9,Estimation
b1,0.04091833418101892,9,Estimation
d1,0.04008836987528463,9,Estimation
mu,0.0004380718815373969,10,Estimation
h_mu,2.622569272046099e-05,10,Estimation
nu,0.003928095730665789,10,Estimation
h_nu,-3.929067952475832e-05,10,Estimation
b0,0.09237380853113428,10,Estimation
d0,0.05228129268333679,10,Estimation
d_d0,0.07925765629978235,10,Estimation
b1,0.051888931763910864,10,Estimation
d1,0.0502020743607542,10,Estimation
mu,0.0007467680710584135,11,Estimation
h_mu,2.6041738892902172e-05,11,Estimation
nu,0.004108873333699964,11,Estimation
h_nu,-4.718220414452282e-05,11,Estimation
b0,0.05026379108678853,11,Estimation
d0,0.010538723961377727,11,Estimation
d_d0,0.07848689121995424,11,Estimation
b1,0.048248872892608104,11,Estimation
d1,0.04771343411534508,11,Estimation
mu,0.0,12,Estimation
h_mu,4.9339935973887746e-05,12,Estimation
nu,0.005657896272382661,12,Estimation
h_nu,-0.005684669440489074,12,Estimation
b0,0.06974846829787995,12,Estimation
d0,0.03002632320192092,12,Estimation
d_d0,0.0785612755468962,12,Estimation
b1,0.04378520015892116,12,Estimation
d1,0.044899253608790636,12,Estimation
mu,1.6944038211226855e-05,13,Estimation
h_mu,3.4947358441895986e-05,13,Estimation
nu,0.005795963655892346,13,Estimation
h_nu,-0.0002061689374227142,13,Estimation
b0,0.07268764639561445,13,Estimation
d0,0.03356801283204855,13,Estimation
d_d0,0.07779074097372832,13,Estimation
b1,0.05074528205826567,13,Estimation
d1,0.04937115869520403,13,Estimation
mu,0.0,14,Estimation
h_mu,4.3543184559582135e-05,14,Estimation
nu,0.006620605061694069,14,Estimation
h_nu,-0.007548675894154721,14,Estimation
b0,0.09834245272271493,14,Estimation
d0,0.05902472978517402,14,Estimation
d_d0,0.0764674157446703,14,Estimation
b1,0.09102256586604363,14,Estimation
d1,0.09125881430617956,14,Estimation
mu,0.0,15,Estimation
h_mu,3.3142581627621664e-05,15,Estimation
nu,0.00356143315837686,15,Estimation
h_nu,-4.4586871358042974e-05,15,Estimation
b0,0.09595136388400592,15,Estimation
d0,0.05578508497499604,15,Estimation
d_d0,0.08089023505517798,15,Estimation
b1,0.0999996640278051,15,Estimation
d1,0.09888199363533277,15,Estimation
mu,0.0,16,Estimation
h_mu,4.566033471240064e-05,16,Estimation
nu,0.006325465482592803,16,Estimation
h_nu,-0.00646247855655916,16,Estimation
b0,0.09025055224054705,16,Estimation
d0,0.05140909266266737,16,Estimation
d_d0,0.07776735688813809,16,Estimation
b1,0.07191831533089252,16,Estimation
d1,0.0722983556921928,16,Estimation
mu,0.0008632354050393034,17,Estimation
h_mu,3.0439375131714738e-05,17,Estimation
nu,0.00586927823794623,17,Estimation
h_nu,-0.0001768964020434947,17,Estimation
b0,0.0695637314921863,17,Estimation
d0,0.030114299248421555,17,Estimation
d_d0,0.07966402193065589,17,Estimation
b1,0.02698707288272552,17,Estimation
d1,0.026605682614987303,17,Estimation
mu,0.0,18,Estimation
h_mu,8.759965427476897e-05,18,Estimation
nu,0.006705591161746867,18,Estimation
h_nu,-0.0013411251014044526,18,Estimation
b0,0.03907996649780139,18,Estimation
d0,0.00035446561248389025,18,Estimation
d_d0,0.07712980771714034,18,Estimation
b1,0.047239812842329316,18,Estimation
d1,0.04875333734417448,18,Estimation
mu,0.0,19,Estimation
h_mu,4.658268873295846e-05,19,Estimation
nu,0.0053050154923546715,19,Estimation
h_nu,-0.019674463216122717,19,Estimation
b0,0.06936846132581444,19,Estimation
d0,0.03034144422617105,19,Estimation
d_d0,0.07576951143936457,19,Estimation
b1,0.0387093639520614,19,Estimation
d1,0.03917532195487444,19,Estimation
mu,0.0004,-1,True
h_mu,4e-05,-1,True
nu,0.004,-1,True
h_nu,-4e-05,-1,True
b0,0.04,-1,True
d0,0.0,-1,True
d_d0,0.08,-1,True
b1,0.001,-1,True
d1,0.0,-1,True
