Parameter,Value,Run,Type
mu,0.0003942291538678914,0,Estimation
h_mu,4.146986528583477e-05,0,Estimation
nu,0.004334016098421256,0,Estimation
h_nu,-4.107699543593894e-05,0,Estimation
b0,0.06961527656240668,0,Estimation
d0,0.030381095800037953,0,Estimation
d_d0,0.07922118310153393,0,Estimation
b1,0.01902303849657892,0,Estimation
d1,0.017754718714232873,0,Estimation
mu,0.000500167109185211,1,Estimation
h_mu,4.5106483041927995e-05,1,Estimation
nu,0.004309630079317711,1,Estimation
h_nu,-4.8530653571438564e-05,1,Estimation
b0,0.09823807792680384,1,Estimation
d0,0.05873490982903683,1,Estimation
d_d0,0.07894513239382446,1,Estimation
b1,0.048753438799704264,1,Estimation
d1,0.04796639276090081,1,Estimation
mu,0.0012970494635370334,2,Estimation
h_mu,5.507775629684038e-05,2,Estimation
nu,0.006474162936316039,2,Estimation
h_nu,-4.1711824539494056e-05,2,Estimation
b0,0.07459771498008219,2,Estimation
d0,0.02540211020402166,2,Estimation
d_d0,0.09952163401020592,2,Estimation
b1,0.0030327434961718597,2,Estimation
d1,0.0007929520225060522,2,Estimation
mu,0.0005093764110743683,3,Estimation
h_mu,3.355177876321703e-05,3,Estimation
nu,0.004746606613511335,3,Estimation
h_nu,-5.109067092682748e-05,3,Estimation
b0,0.06956393603073376,3,Estimation
d0,0.0287342583663347,3,Estimation
d_d0,0.08217326116087387,3,Estimation
b1,0.0999194268863559,3,Estimation
d1,0.09882995018589547,3,Estimation
mu,4.961632682274641e-06,4,Estimation
h_mu,3.7247670114697426e-05,4,Estimation
nu,0.009193770161119707,4,Estimation
h_nu,-3.47323859285385e-05,4,Estimation
b0,0.0681208020986884,4,Estimation
d0,0.03051223023006724,4,Estimation
d_d0,0.07535710304546837,4,Estimation
b1,0.09999998205407384,4,Estimation
d1,0.09373247320706807,4,Estimation
mu,0.0002370444956308973,5,Estimation
h_mu,4.1013079831730895e-05,5,Estimation
nu,0.004312932648159968,5,Estimation
h_nu,-4.3055168219234814e-05,5,Estimation
b0,0.07048173086970251,5,Estimation
d0,0.029517645407863894,5,Estimation
d_d0,0.08191977916202291,5,Estimation
b1,0.004259861259559564,5,Estimation
d1,0.003068114754500115,5,Estimation
mu,0.0,6,Estimation
h_mu,3.492066135433421e-05,6,Estimation
nu,0.01056204031303029,6,Estimation
h_nu,-3.4662036472724236e-05,6,Estimation
b0,0.0999988624725299,6,Estimation
d0,0.05921920820783934,6,Estimation
d_d0,0.08207195874060057,6,Estimation
b1,0.007491109636486719,6,Estimation
d1,0.0,6,Estimation
mu,0.0005257427327261796,7,Estimation
h_mu,3.093272122923546e-05,7,Estimation
nu,0.006825601861542161,7,Estimation
h_nu,-4.4997270260384916e-05,7,Estimation
b0,0.06972129403750967,7,Estimation
d0,0.030278628725036737,7,Estimation
d_d0,0.08016625236066857,7,Estimation
b1,0.006965570638255734,7,Estimation
d1,0.003610256804700801,7,Estimation
mu,0.00037261942539687894,8,Estimation
h_mu,4.036601481522487e-05,8,Estimation
nu,0.004258204220189602,8,Estimation
h_nu,-4.8953183817372955e-05,8,Estimation
b0,0.04169222793984868,8,Estimation
d0,0.000675477417072078,8,Estimation
d_d0,0.08153121338619455,8,Estimation
b1,0.050927382254342124,8,Estimation
d1,0.04994975859759487,8,Estimation
mu,0.0006821698302796709,9,Estimation
h_mu,2.832042203568445e-05,9,Estimation
nu,0.004339749948735666,9,Estimation
h_nu,-4.9387209732478624e-05,9,Estimation
b0,0.09999964413698288,9,Estimation
d0,0.057634685803600844,9,Estimation
d_d0,0.0858810039660022,9,Estimation
b1,0.05650307691020077,9,Estimation
d1,0.055591854210049384,9,Estimation
mu,0.0004597310146926638,10,Estimation
h_mu,3.561102854828836e-05,10,Estimation
nu,0.00487220376546208,10,Estimation
h_nu,-4.281769609368284e-05,10,Estimation
b0,0.060185695882179084,10,Estimation
d0,0.01996908273373505,10,Estimation
d_d0,0.08061162868881015,10,Estimation
b1,0.05077618611710009,10,Estimation
d1,0.049086606229072884,10,Estimation
mu,0.001971264752724677,11,Estimation
h_mu,4.941745411735809e-05,11,Estimation
nu,0.005186191337855051,11,Estimation
h_nu,-4.950683108149314e-05,11,Estimation
b0,0.07520676046554257,11,Estimation
d0,0.024793220012461495,11,Estimation
d_d0,0.09995283978804483,11,Estimation
b1,0.005726443859194538,11,Estimation
d1,0.004917368755102279,11,Estimation
mu,0.0,12,Estimation
h_mu,0.00010045621569574943,12,Estimation
nu,0.02432035105626759,12,Estimation
h_nu,-0.08377822630533208,12,Estimation
b0,0.0885385188982723,12,Estimation
d0,0.04561150027764792,12,Estimation
d_d0,0.08480596633114619,12,Estimation
b1,0.04668203839391207,12,Estimation
d1,0.04849776631074648,12,Estimation
mu,0.0,13,Estimation
h_mu,9.196343548133861e-05,13,Estimation
nu,0.0,13,Estimation
h_nu,-0.1,13,Estimation
b0,0.0482199850395573,13,Estimation
d0,0.00762396053868568,13,Estimation
d_d0,0.08076792660359133,13,Estimation
b1,0.04911486681181199,13,Estimation
d1,0.0508748252473788,13,Estimation
mu,0.00042110889207073055,14,Estimation
h_mu,3.335511437089499e-05,14,Estimation
nu,0.0045829937001507625,14,Estimation
h_nu,-4.911657514035731e-05,14,Estimation
b0,0.07109510965896003,14,Estimation
d0,0.02889777745598866,14,Estimation
d_d0,0.08516983244764885,14,Estimation
b1,0.015492681291114791,14,Estimation
d1,0.014372374558897153,14,Estimation
mu,0.0,15,Estimation
h_mu,0.00010523578532289132,15,Estimation
nu,0.04636314934164466,15,Estimation
h_nu,-0.010191042057119714,15,Estimation
b0,0.07004518842411452,15,Estimation
d0,0.02995423544985478,15,Estimation
d_d0,0.07970993540225836,15,Estimation
b1,0.0201570580738402,15,Estimation
d1,0.02183542356859366,15,Estimation
mu,0.0017979846492387995,16,Estimation
h_mu,6.143768257459152e-05,16,Estimation
nu,0.004134478142119706,16,Estimation
h_nu,-4.134797088993336e-05,16,Estimation
b0,0.07516686554902911,16,Estimation
d0,0.02487243598820283,16,Estimation
d_d0,0.09992288535166839,16,Estimation
b1,0.09161666019520967,16,Estimation
d1,0.09129356568297141,16,Estimation
mu,0.0,17,Estimation
h_mu,0.00010753988637016681,17,Estimation
nu,0.0,17,Estimation
h_nu,-0.1,17,Estimation
b0,0.1,17,Estimation
d0,0.06049056928546825,17,Estimation
d_d0,0.07909788622345215,17,Estimation
b1,0.04901439491825186,17,Estimation
d1,0.05091941370311811,17,Estimation
mu,0.0003806450785965022,18,Estimation
h_mu,3.949791000900626e-05,18,Estimation
nu,0.0038563043577655586,18,Estimation
h_nu,-3.800956846723278e-05,18,Estimation
b0,0.06938458631225941,18,Estimation
d0,0.030613822952694297,18,Estimation
d_d0,0.07723721349905205,18,Estimation
b1,0.0012078048136817431,18,Estimation
d1,8.627027413677739e-05,18,Estimation
mu,0.0006306407433353402,19,Estimation
h_mu,3.0144568550454015e-05,19,Estimation
nu,0.006568602527126684,19,Estimation
h_nu,-4.344596384579297e-05,19,Estimation
b0,0.09999990824492289,19,Estimation
d0,0.056356575018675845,19,Estimation
d_d0,0.08880764083212367,19,Estimation
b1,0.0492245272909837,19,Estimation
d1,0.04621500453959971,19,Estimation
mu,0.0,20,Estimation
h_mu,3.884959054415703e-05,20,Estimation
nu,0.007450929457033664,20,Estimation
h_nu,-3.610518957467056e-05,20,Estimation
b0,0.0915036260516603,20,Estimation
d0,0.05141124304590408,20,Estimation
d_d0,0.08094627141723618,20,Estimation
b1,0.05371206166395831,20,Estimation
d1,0.04939394129791762,20,Estimation
mu,0.0,21,Estimation
h_mu,4.171743259352257e-05,21,Estimation
nu,0.0037752864278910534,21,Estimation
h_nu,-3.770375848635945e-05,21,Estimation
b0,0.07073223757002477,21,Estimation
d0,0.02926767878521196,21,Estimation
d_d0,0.08374025614749482,21,Estimation
b1,0.03861714479787429,21,Estimation
d1,0.037708886898485214,21,Estimation
mu,0.0,22,Estimation
h_mu,9.868468224951869e-05,22,Estimation
nu,0.09996237148600863,22,Estimation
h_nu,-0.08935556976238432,22,Estimation
b0,0.0712505722111358,22,Estimation
d0,0.02874060597386477,22,Estimation
d_d0,0.08492172232654742,22,Estimation
b1,0.037464589322015365,22,Estimation
d1,0.03936437381211626,22,Estimation
mu,9.94917726532123e-07,23,Estimation
h_mu,2.4885790778668373e-05,23,Estimation
nu,0.01241941940028626,23,Estimation
h_nu,-4.3864578149205795e-05,23,Estimation
b0,0.07010669580400482,23,Estimation
d0,0.029830689586399894,23,Estimation
d_d0,0.08238543830916255,23,Estimation
b1,0.054626529931174984,23,Estimation
d1,0.04569332728451055,23,Estimation
mu,6.339905771498662e-06,24,Estimation
h_mu,2.3851713764243865e-05,24,Estimation
nu,0.012342119973130098,24,Estimation
h_nu,-4.5047967694129436e-05,24,Estimation
b0,0.07056125796514652,24,Estimation
d0,0.029466748845283008,24,Estimation
d_d0,0.08340670390899407,24,Estimation
b1,0.05384692548632598,24,Estimation
d1,0.0450955832118552,24,Estimation
mu,0.0,25,Estimation
h_mu,8.319066993762525e-05,25,Estimation
nu,0.0,25,Estimation
h_nu,-0.1,25,Estimation
b0,0.07135323178459105,25,Estimation
d0,0.028643877703369108,25,Estimation
d_d0,0.08523020570919206,25,Estimation
b1,0.013629215656253385,25,Estimation
d1,0.015365591327428499,25,Estimation
mu,0.0,26,Estimation
h_mu,4.5262619713164026e-05,26,Estimation
nu,0.0045323530039607365,26,Estimation
h_nu,-3.4189422668921646e-05,26,Estimation
b0,0.03912625028589211,26,Estimation
d0,6.270441341458283e-05,26,Estimation
d_d0,0.07730184062549716,26,Estimation
b1,0.09058152888490241,26,Estimation
d1,0.08864277793755392,26,Estimation
mu,0.0,27,Estimation
h_mu,9.693386765894434e-05,27,Estimation
nu,0.0803284894111678,27,Estimation
h_nu,-0.016040874630775286,27,Estimation
b0,0.07130106590577097,27,Estimation
d0,0.028931996117732568,27,Estimation
d_d0,0.08506814127650439,27,Estimation
b1,0.05830449153600597,27,Estimation
d1,0.06020963256316324,27,Estimation
mu,0.0,28,Estimation
h_mu,9.691795203884616e-05,28,Estimation
nu,0.0,28,Estimation
h_nu,-0.1,28,Estimation
b0,0.07354464032082424,28,Estimation
d0,0.03268609483656196,28,Estimation
d_d0,0.08179657658594397,28,Estimation
b1,0.09252022394225862,28,Estimation
d1,0.09420860993606746,28,Estimation
mu,0.0,29,Estimation
h_mu,4.235244511791071e-05,29,Estimation
nu,0.008831704978006491,29,Estimation
h_nu,-3.167651874173566e-05,29,Estimation
b0,0.06876773691586682,29,Estimation
d0,0.031310042746426875,29,Estimation
d_d0,0.07445478516209207,29,Estimation
b1,0.03962478062386047,29,Estimation
d1,0.03366511390833243,29,Estimation
mu,0.0004,-1,True
h_mu,4e-05,-1,True
nu,0.004,-1,True
h_nu,-4e-05,-1,True
b0,0.04,-1,True
d0,0.0,-1,True
d_d0,0.08,-1,True
b1,0.001,-1,True
d1,0.0,-1,True
