Parameter,Value,Run,Type
mu,0.00013327424731209117,0,Estimation
h_mu,5.148972392443698e-05,0,Estimation
nu,0.0036527881925090717,0,Estimation
h_nu,-0.00012343104897312242,0,Estimation
b0,0.07043203815486031,0,Estimation
d0,0.029560663563185534,0,Estimation
d_d0,0.08234125238834897,0,Estimation
b1,0.09800089322289715,0,Estimation
d1,0.09806126383225984,0,Estimation
mu,0.0007290973999771714,1,Estimation
h_mu,3.6940070942640524e-05,1,Estimation
nu,0.004123209512785538,1,Estimation
h_nu,-0.00010617931983980537,1,Estimation
b0,0.07061247327935467,1,Estimation
d0,0.02938695815745557,1,Estimation
d_d0,0.08394103761191135,1,Estimation
b1,0.09244305182831605,1,Estimation
d1,0.0922750934102901,1,Estimation
mu,0.0,2,Estimation
h_mu,5.481789469217991e-05,2,Estimation
nu,0.0061650050270040955,2,Estimation
h_nu,-0.0009485040149876455,2,Estimation
b0,0.06969342818922143,2,Estimation
d0,0.03030589626869387,2,Estimation
d_d0,0.07622909350811384,2,Estimation
b1,0.0018985966175532822,2,Estimation
d1,0.0028950228507178158,2,Estimation
mu,0.0005304555000229847,3,Estimation
h_mu,3.677857197000755e-05,3,Estimation
nu,0.003924950024035376,3,Estimation
h_nu,-4.9133614857779313e-05,3,Estimation
b0,0.06991095062305912,3,Estimation
d0,0.030076410403607215,3,Estimation
d_d0,0.07919142916893532,3,Estimation
b1,0.030897851773725497,3,Estimation
d1,0.030539580356929986,3,Estimation
mu,0.0,4,Estimation
h_mu,6.907664516716492e-05,4,Estimation
nu,0.005905879307036606,4,Estimation
h_nu,-0.0007681695517176623,4,Estimation
b0,0.06954941673985734,4,Estimation
d0,0.030448636135249754,4,Estimation
d_d0,0.07607803082427267,4,Estimation
b1,0.09877194484986314,4,Estimation
d1,0.1,4,Estimation
mu,0.00015659190166156142,5,Estimation
h_mu,4.788862448600553e-05,5,Estimation
nu,0.0036563239618725347,5,Estimation
h_nu,-2.9164264489354027e-05,5,Estimation
b0,0.06978442377819026,5,Estimation
d0,0.03020820291133949,5,Estimation
d_d0,0.07812802605616209,5,Estimation
b1,0.1,5,Estimation
d1,0.0988514803560974,5,Estimation
mu,0.0,6,Estimation
h_mu,7.920101519190115e-05,6,Estimation
nu,0.008536442816219353,6,Estimation
h_nu,-0.0015581900808129161,6,Estimation
b0,0.039249718661193145,6,Estimation
d0,2.8388432544546226e-21,6,Estimation
d_d0,0.07908818942852958,6,Estimation
b1,0.049165680536612646,6,Estimation
d1,0.050817719985209446,6,Estimation
mu,0.0,7,Estimation
h_mu,8.834144694499417e-05,7,Estimation
nu,0.005540790088470285,7,Estimation
h_nu,-0.0011081679796620132,7,Estimation
b0,0.06946626735087187,7,Estimation
d0,0.03052708775725585,7,Estimation
d_d0,0.07536283448886937,7,Estimation
b1,0.09570760544414207,7,Estimation
d1,0.09718158755601063,7,Estimation
mu,0.0,8,Estimation
h_mu,7.511691790146099e-05,8,Estimation
