Parameter,Value,Run,Type
mu,3.1411786849472434e-05,0,Estimation
h_mu,2.9962349051500674e-05,0,Estimation
nu,0.004081389401814326,0,Estimation
h_nu,-0.0007233383810052957,0,Estimation
b0,0.09986833373456311,0,Estimation
d0,0.06193811583181385,0,Estimation
d_d0,0.07399297273570381,0,Estimation
b1,0.01114293193179435,0,Estimation
d1,0.008402359623369285,0,Estimation
mu,0.00022411758909287547,1,Estimation
h_mu,3.4808554517007246e-05,1,Estimation
nu,0.004492939491358226,1,Estimation
h_nu,-0.007227668376642186,1,Estimation
b0,0.09999894019495219,1,Estimation
d0,0.06043564214412546,1,Estimation
d_d0,0.07769388847155502,1,Estimation
b1,0.0013525832428966625,1,Estimation
d1,0.0,1,Estimation
mu,0.00016772438373272063,2,Estimation
h_mu,4.34309352428793e-05,2,Estimation
nu,0.0037909164527315277,2,Estimation
h_nu,-0.009143670600050014,2,Estimation
b0,0.04694113509944486,2,Estimation
d0,0.007035253879014341,2,Estimation
d_d0,0.07898936445009341,2,Estimation
b1,0.09999999993129798,2,Estimation
d1,0.09932753722022253,2,Estimation
mu,0.0,3,Estimation
h_mu,3.718699574494605e-05,3,Estimation
nu,0.06575068827035437,3,Estimation
h_nu,-0.021662772934857636,3,Estimation
b0,0.06539954642653778,3,Estimation
d0,0.03029350939191636,3,Estimation
d_d0,0.06888210502687094,3,Estimation
b1,0.06368966431460431,3,Estimation
d1,0.06817092131413707,3,Estimation
mu,0.00011407933970963235,4,Estimation
h_mu,6.531361556775195e-05,4,Estimation
nu,0.004235406574015202,4,Estimation
h_nu,-0.01713599179933426,4,Estimation
b0,0.09883206751309968,4,Estimation
d0,0.05954770727240864,4,Estimation
d_d0,0.07942322370119614,4,Estimation
b1,0.04538427277805921,4,Estimation
d1,0.04641949245905827,4,Estimation
mu,0.0004954014483203511,5,Estimation
h_mu,2.8828007643165823e-05,5,Estimation
nu,0.0028123204795686987,5,Estimation
h_nu,-5.624662607712879e-05,5,Estimation
b0,0.09999628109351728,5,Estimation
d0,0.05827154520059321,5,Estimation
d_d0,0.08284811639688769,5,Estimation
b1,0.008327869981450282,5,Estimation
d1,0.007776224190616729,5,Estimation
mu,0.07175271953505069,6,Estimation
h_mu,0.05781189958015542,6,Estimation
nu,0.1,6,Estimation
h_nu,-0.015833679728714023,6,Estimation
b0,0.07750681905700256,6,Estimation
d0,0.01723431046291107,6,Estimation
d_d0,0.05434813542347518,6,Estimation
b1,0.07007768507356824,6,Estimation
d1,0.09315068834888825,6,Estimation
mu,0.0009661836219986879,7,Estimation
h_mu,0.00015332310622624294,7,Estimation
nu,0.01347814692649897,7,Estimation
h_nu,-0.0205907795384564,7,Estimation
b0,0.06921520283696865,7,Estimation
d0,0.031879582266663396,7,Estimation
d_d0,0.07204360610567653,7,Estimation
b1,0.08995300630424392,7,Estimation
d1,0.09965183578879984,7,Estimation
mu,8.037833355502312e-05,8,Estimation
h_mu,3.2150896525260695e-05,8,Estimation
nu,0.003519030451721592,8,Estimation
h_nu,-0.1,8,Estimation
b0,0.0693863406239564,8,Estimation
d0,0.030569495494206213,8,Estimation
d_d0,0.07488939127752076,8,Estimation
b1,0.0511057358885442,8,Estimation
d1,0.048877088104649455,8,Estimation
mu,0.0001397658424486548,9,Estimation
h_mu,4.8498926042766845e-05,9,Estimation
nu,0.004494783031625432,9,Estimation
h_nu,-0.04468286554941118,9,Estimation
b0,0.09992837757899341,9,Estimation
d0,0.06018460197999873,9,Estimation
d_d0,0.0809802744960579,9,Estimation
b1,0.0006661738876195111,9,Estimation
d1,0.00022065009545526532,9,Estimation
mu,0.00010841100838467515,10,Estimation
h_mu,0.0001128801895801952,10,Estimation
nu,0.007149069527665261,10,Estimation
h_nu,-0.0014298148340676263,10,Estimation
b0,0.039991646467962896,10,Estimation
d0,0.0,10,Estimation
d_d0,0.08138491198887594,10,Estimation
b1,0.09625062120575129,10,Estimation
d1,0.099709929511614,10,Estimation
mu,0.000370320464410875,11,Estimation
h_mu,4.6643303942254585e-05,11,Estimation
nu,0.00577265075382779,11,Estimation
h_nu,-0.00033568487684079365,11,Estimation
b0,0.061780508415183726,11,Estimation
d0,0.022624132104180242,11,Estimation
d_d0,0.07715503884203025,11,Estimation
b1,0.0793847705835267,11,Estimation
d1,0.0799285849483549,11,Estimation
mu,0.00017133498586465563,12,Estimation
h_mu,4.0412577502435886e-05,12,Estimation
nu,0.003544696997846669,12,Estimation
h_nu,-0.030935603438097817,12,Estimation
b0,0.1,12,Estimation
d0,0.060586042713851464,12,Estimation
d_d0,0.07994730780433525,12,Estimation
b1,0.0010555262369113352,12,Estimation
d1,0.00033943519694750536,12,Estimation
mu,0.00021465825466383896,13,Estimation
h_mu,3.8508791083496966e-05,13,Estimation
nu,0.005089664086135873,13,Estimation
h_nu,-0.0008010764359974031,13,Estimation
b0,0.07548551313298742,13,Estimation
d0,0.03611823782565517,13,Estimation
d_d0,0.07536266517809316,13,Estimation
b1,0.023105570772433793,13,Estimation
d1,0.02215767600594401,13,Estimation
mu,0.00034493724256729684,14,Estimation
h_mu,3.1990385758154895e-05,14,Estimation
nu,0.006253464003881548,14,Estimation
h_nu,-0.0012508064201315534,14,Estimation
b0,0.055930654775155665,14,Estimation
d0,0.015915532963312745,14,Estimation
d_d0,0.08122774628944777,14,Estimation
b1,0.09820215670497513,14,Estimation
d1,0.09704471002409966,14,Estimation
mu,0.0,15,Estimation
h_mu,4.5949348978915695e-05,15,Estimation
nu,0.004388618815320622,15,Estimation
h_nu,-0.0378249100890391,15,Estimation
b0,0.09999984768788202,15,Estimation
d0,0.0610461168658332,15,Estimation
d_d0,0.07740956683335175,15,Estimation
b1,0.031341770181530934,15,Estimation
d1,0.029521780572947357,15,Estimation
mu,7.200805731749171e-05,16,Estimation
h_mu,5.995687840512714e-05,16,Estimation
nu,0.005186428885047354,16,Estimation
h_nu,-0.014889794127153237,16,Estimation
b0,0.08138803189052338,16,Estimation
