Parameter,Value,Run,Type
mu,0.0,0,Estimation
h_mu,5.3852035006510256e-05,0,Estimation
nu,0.0032853617184245044,0,Estimation
h_nu,-2.4998167844907715e-05,0,Estimation
b0,0.0701782747320687,0,Estimation
d0,0.02976973943077185,0,Estimation
d_d0,0.0814348606120757,0,Estimation
b1,0.05032146079770147,0,Estimation
d1,0.04961487633205387,0,Estimation
mu,0.0,1,Estimation
h_mu,5.421916539866397e-05,1,Estimation
nu,0.006323961900060591,1,Estimation
h_nu,-0.0008639755835218706,1,Estimation
b0,0.07186984165521795,1,Estimation
d0,0.03194271750332183,1,Estimation
d_d0,0.07918765655017256,1,Estimation
b1,0.04492799255073274,1,Estimation
d1,0.04569486785349885,1,Estimation
mu,0.00152653681513698,2,Estimation
h_mu,1.9898862184178898e-05,2,Estimation
nu,0.0042438826726896575,2,Estimation
h_nu,-7.848307257222044e-05,2,Estimation
b0,0.0706560743901029,2,Estimation
d0,0.02932564770840039,2,Estimation
d_d0,0.08255792146070548,2,Estimation
b1,0.050240448859861675,2,Estimation
d1,0.04975562806942155,2,Estimation
mu,0.0003380405609225456,3,Estimation
h_mu,4.190565818185975e-05,3,Estimation
nu,0.0034683537743276185,3,Estimation
h_nu,-2.677158707086841e-05,3,Estimation
b0,0.06993097033438156,3,Estimation
d0,0.029955086766404154,3,Estimation
d_d0,0.08045606817834285,3,Estimation
b1,0.05048070620314551,3,Estimation
d1,0.04949240343810606,3,Estimation
mu,0.00011436121866811309,4,Estimation
h_mu,2.8454758978269585e-05,4,Estimation
nu,0.0037526048251577226,4,Estimation
h_nu,-4.528163688501957e-05,4,Estimation
b0,0.06972456942588173,4,Estimation
d0,0.030255237540794396,4,Estimation
d_d0,0.07917552678710008,4,Estimation
b1,0.05085532229852225,4,Estimation
d1,0.04912388895047753,4,Estimation
mu,0.0,5,Estimation
h_mu,6.52388520112306e-05,5,Estimation
nu,0.002777208742496209,5,Estimation
h_nu,-3.8133510569981907e-06,5,Estimation
