Parameter,Value,Run,Type
mu,0.0009939110708771528,0,Estimation
h_mu,5.52054360693652e-05,0,Estimation
nu,0.005284069823213262,0,Estimation
h_nu,-0.00022375423970309716,0,Estimation
b0,0.0698756040912463,0,Estimation
d0,0.030060697944826287,0,Estimation
d_d0,0.07791266064621295,0,Estimation
b1,0.049758553496268815,0,Estimation
d1,0.0502410199241552,0,Estimation
mu,0.0,1,Estimation
h_mu,3.89854778141586e-05,1,Estimation
nu,0.004875629839422247,1,Estimation
h_nu,-0.0009751273025764854,1,Estimation
b0,0.03996760542492399,1,Estimation
d0,8.323664751103702e-08,1,Estimation
d_d0,0.08175229630103109,1,Estimation
b1,0.04992070943386889,1,Estimation
d1,0.0499081570358606,1,Estimation
mu,0.0,2,Estimation
h_mu,6.112302812338538e-05,2,Estimation
nu,0.002634678832183868,2,Estimation
h_nu,-1.129298864147671e-05,2,Estimation
b0,0.07030287113689382,2,Estimation
d0,0.029693100231073282,2,Estimation
d_d0,0.08334884691518843,2,Estimation
b1,0.05012860478116241,2,Estimation
d1,0.04987043598534171,2,Estimation
mu,0.0,3,Estimation
h_mu,5.7945368537255334e-05,3,Estimation
nu,0.007117429728787899,3,Estimation
h_nu,-0.05889880390751903,3,Estimation
b0,0.06623636000628326,3,Estimation
d0,0.027507119420572344,3,Estimation
d_d0,0.07593909339213913,3,Estimation
b1,0.04975431062749355,3,Estimation
d1,0.050180374405062726,3,Estimation
mu,0.0002484176533468162,4,Estimation
h_mu,5.218039622426083e-05,4,Estimation
nu,0.0032246228514154467,4,Estimation
h_nu,-1.2924821161320468e-05,4,Estimation
b0,0.06979149689395353,4,Estimation
d0,0.03015716861086825,4,Estimation
d_d0,0.07908201853717907,4,Estimation
b1,0.05038717706869215,4,Estimation
d1,0.049548602851720275,4,Estimation
mu,0.0,5,Estimation
h_mu,4.3748235284114784e-05,5,Estimation
nu,0.005931207978044186,5,Estimation
h_nu,-0.008013943163631245,5,Estimation
b0,0.0696419044395397,5,Estimation
d0,0.030395565679141458,5,Estimation
d_d0,0.07808769446305848,5,Estimation
b1,0.04986148926212943,5,Estimation
d1,0.05014453106529741,5,Estimation
mu,0.0014125799243206183,6,Estimation
h_mu,5.3360756499265816e-05,6,Estimation
nu,0.004775980605174155,6,Estimation
h_nu,-6.473014043239493e-05,6,Estimation
b0,0.07091402251517315,6,Estimation
d0,0.030444396288498213,6,Estimation
d_d0,0.08026036655313297,6,Estimation
b1,0.05031336487836049,6,Estimation
d1,0.050241749876442914,6,Estimation
