Parameter,Value,Run,Type
mu,0.0,0,Estimation
h_mu,3.623331936010604e-05,0,Estimation
nu,0.004530446688538921,0,Estimation
h_nu,-0.00010703002546744048,0,Estimation
b0,0.05256282764537393,0,Estimation
d0,0.013001854418389481,0,Estimation
d_d0,0.08041924424809614,0,Estimation
b1,0.06828516459524867,0,Estimation
d1,0.06776837677973158,0,Estimation
mu,0.0,1,Estimation
h_mu,5.4325612391388256e-05,1,Estimation
nu,0.00487337770180675,1,Estimation
h_nu,-0.04100379211212588,1,Estimation
b0,0.07035612682234486,1,Estimation
d0,0.02962146541107245,1,Estimation
d_d0,0.08262808594763237,1,Estimation
b1,0.049651237295895295,1,Estimation
d1,0.05025042614248719,1,Estimation
mu,0.0,2,Estimation
h_mu,4.268736557473381e-05,2,Estimation
nu,0.0032876502220583765,2,Estimation
h_nu,-0.00010701019920486467,2,Estimation
b0,0.06964302014492207,2,Estimation
d0,0.030110453707837565,2,Estimation
d_d0,0.07859119260149275,2,Estimation
b1,0.07750870330063285,2,Estimation
d1,0.07754887297502812,2,Estimation
mu,0.0,3,Estimation
h_mu,4.82246037256303e-05,3,Estimation
nu,0.00634503744445365,3,Estimation
h_nu,-0.08006305803770497,3,Estimation
b0,0.06979597696737828,3,Estimation
d0,0.030107896482755057,3,Estimation
d_d0,0.07975773544522001,3,Estimation
b1,0.058732970583336444,3,Estimation
d1,0.05895511795779572,3,Estimation
mu,0.0,4,Estimation
h_mu,5.374455514889437e-05,4,Estimation
nu,0.005128931107066533,4,Estimation
h_nu,-0.0010257871165248722,4,Estimation
b0,0.09903410544194778,4,Estimation
d0,0.05948597945418168,4,Estimation
d_d0,0.07919900563799734,4,Estimation
b1,0.08075367589036311,4,Estimation
d1,0.0813864048346341,4,Estimation
mu,0.0,5,Estimation
h_mu,5.9799978059355315e-05,5,Estimation
nu,0.004804468898698348,5,Estimation
h_nu,-0.0007086537583425931,5,Estimation
b0,0.06635218780322424,5,Estimation
d0,0.026919945626117384,5,Estimation
d_d0,0.07887583348738367,5,Estimation
b1,0.09753910937401253,5,Estimation
d1,0.0984365062199444,5,Estimation
mu,0.0,6,Estimation
h_mu,4.659808326117005e-05,6,Estimation
nu,0.00515951064177992,6,Estimation
h_nu,-0.001031902395135537,6,Estimation
b0,0.06963784109109471,6,Estimation
d0,0.029999082577611275,6,Estimation
d_d0,0.08079779482351081,6,Estimation
b1,0.04967411238140643,6,Estimation
d1,0.050027503184210474,6,Estimation
mu,0.0006441833621004133,7,Estimation
h_mu,4.54134564676741e-05,7,Estimation
nu,0.004905787345356691,7,Estimation
h_nu,-0.00010421589272763263,7,Estimation
b0,0.07300730040520204,7,Estimation
d0,0.03263086281968694,7,Estimation
d_d0,0.07859463855407761,7,Estimation
b1,0.09146726463920278,7,Estimation
d1,0.09098403677534542,7,Estimation
mu,0.0010042395680047798,8,Estimation
h_mu,3.156163395363462e-05,8,Estimation
nu,0.004035161043645121,8,Estimation
h_nu,-6.453945498337312e-05,8,Estimation
b0,0.07005665562373267,8,Estimation
d0,0.029018912167129828,8,Estimation
d_d0,0.08289774169846642,8,Estimation
b1,0.04923447780497386,8,Estimation
d1,0.048833963010149695,8,Estimation
mu,0.0,9,Estimation
h_mu,4.812761440176339e-05,9,Estimation
nu,0.006119608309098239,9,Estimation
h_nu,-0.001024760997408854,9,Estimation
b0,0.06953056611870893,9,Estimation
d0,0.030308832982403083,9,Estimation
d_d0,0.07785758583774638,9,Estimation
b1,0.0496777106546355,9,Estimation
d1,0.049943027674344824,9,Estimation
mu,0.0,10,Estimation
h_mu,4.045094639504187e-05,10,Estimation
nu,0.005898680005849414,10,Estimation
h_nu,-0.016020414232961938,10,Estimation
b0,0.0695281454161745,10,Estimation
