Parameter,Value,Run,Type
mu,0.0,0,Estimation
h_mu,4.1087812029772025e-05,0,Estimation
nu,0.006370561307379345,0,Estimation
h_nu,-0.006476818908218616,0,Estimation
b0,0.06939093645268941,0,Estimation
d0,0.02991255354799956,0,Estimation
d_d0,0.07892844684150462,0,Estimation
b1,0.07563876823207152,0,Estimation
d1,0.07651932024394642,0,Estimation
mu,6.237516959536714e-05,1,Estimation
h_mu,4.833402133277583e-05,1,Estimation
nu,0.0011492639819197551,1,Estimation
h_nu,-1.1495582265454567e-05,1,Estimation
b0,0.06978604361012612,1,Estimation
d0,0.029130146523621923,1,Estimation
d_d0,0.08152127637856747,1,Estimation
b1,0.0655468452814995,1,Estimation
d1,0.06880865839867938,1,Estimation
mu,0.0,2,Estimation
h_mu,5.128302516168301e-05,2,Estimation
nu,0.013488724618036959,2,Estimation
h_nu,-0.0004451619267903489,2,Estimation
b0,0.07958783982351433,2,Estimation
d0,0.04148857730486689,2,Estimation
d_d0,0.07739060056942577,2,Estimation
b1,0.09986781643349998,2,Estimation
d1,0.0983709613063112,2,Estimation
mu,0.0004488530678159009,3,Estimation
h_mu,7.94168670681108e-05,3,Estimation
nu,0.006658557208482789,3,Estimation
h_nu,-0.0007816868547857762,3,Estimation
b0,0.08498027388177683,3,Estimation
d0,0.044693402180580724,3,Estimation
d_d0,0.07859767852198911,3,Estimation
b1,0.018596613421870842,3,Estimation
d1,0.02304647918436904,3,Estimation
mu,0.0,4,Estimation
h_mu,5.7731355858688965e-05,4,Estimation
nu,0.008925207677036303,4,Estimation
h_nu,-0.01775591341177498,4,Estimation
b0,0.06994359069410856,4,Estimation
d0,0.029490546726687515,4,Estimation
d_d0,0.0815168183389047,4,Estimation
b1,0.07916752384319667,4,Estimation
d1,0.07777605891790183,4,Estimation
mu,0.0,5,Estimation
h_mu,5.414090771408587e-05,5,Estimation
nu,0.008506217786114424,5,Estimation
h_nu,-0.09886112193666236,5,Estimation
b0,0.044112220803688276,5,Estimation
d0,0.0038823212948031,5,Estimation
d_d0,0.07892697715665434,5,Estimation
b1,0.0,5,Estimation
d1,0.00046792302103933984,5,Estimation
mu,0.0010095776695929178,6,Estimation
h_mu,4.48503360211731e-05,6,Estimation
nu,0.009127712632950256,6,Estimation
h_nu,-0.0018255442624003158,6,Estimation
b0,0.04089515229969551,6,Estimation
d0,9.318182897043699e-05,6,Estimation
d_d0,0.08008171223249384,6,Estimation
b1,0.023242174509432712,6,Estimation
d1,0.023157433422490464,6,Estimation
mu,0.0007179201834009144,7,Estimation
h_mu,8.572220765161795e-05,7,Estimation
nu,0.005809635642081887,7,Estimation
h_nu,0.0,7,Estimation
b0,0.0703596310669067,7,Estimation
d0,0.029630649647005996,7,Estimation
d_d0,0.0784339421624863,7,Estimation
b1,0.0495793392635079,7,Estimation
d1,0.050435556941671345,7,Estimation
mu,0.006529932492401319,8,Estimation
h_mu,0.0,8,Estimation
nu,0.012695073149646676,8,Estimation
h_nu,-0.00020963625316360339,8,Estimation
b0,0.07265610303526945,8,Estimation
d0,0.027941676597200288,8,Estimation
d_d0,0.0901456417433635,8,Estimation
b1,0.09602766198144888,8,Estimation
d1,0.09655059531775752,8,Estimation
mu,0.0,9,Estimation
h_mu,4.187734762575665e-05,9,Estimation
nu,0.007015925539586713,9,Estimation
h_nu,-0.018977220478980247,9,Estimation
b0,0.06964996127233215,9,Estimation
d0,0.03034556693942803,9,Estimation
d_d0,0.08167359957371789,9,Estimation
b1,0.05011035466388487,9,Estimation
d1,0.049873779669070376,9,Estimation
mu,0.0,10,Estimation
h_mu,4.031184544753534e-05,10,Estimation
nu,0.0029788887505349565,10,Estimation
h_nu,-0.008644353669216086,10,Estimation
b0,0.06977336405475754,10,Estimation
d0,0.030075284360093928,10,Estimation
d_d0,0.0791876090024668,10,Estimation
b1,0.07682518678189039,10,Estimation
d1,0.07857048914200135,10,Estimation
mu,0.0,11,Estimation
h_mu,6.309802715215854e-05,11,Estimation
nu,0.0,11,Estimation
h_nu,-0.09852796245480729,11,Estimation
b0,0.06992501336204689,11,Estimation
d0,0.029550078664230366,11,Estimation
d_d0,0.077738637609129,11,Estimation
b1,0.0751967315843469,11,Estimation
d1,0.08070176281429566,11,Estimation
mu,0.00099126019728692,12,Estimation
h_mu,4.5430210843560876e-05,12,Estimation
nu,0.0052704105278214165,12,Estimation
h_nu,-0.0005270442983767508,12,Estimation
b0,0.06443794866820342,12,Estimation
d0,0.02349235014911344,12,Estimation
d_d0,0.07854361523878536,12,Estimation
b1,0.02223281102317305,12,Estimation
d1,0.022214868686201646,12,Estimation
mu,0.0,13,Estimation
h_mu,6.775444491715793e-05,13,Estimation
nu,0.011046297281603813,13,Estimation
h_nu,-0.012161467546428639,13,Estimation
b0,0.06988040635702762,13,Estimation
d0,0.029785415390828317,13,Estimation
d_d0,0.0825044837933835,13,Estimation
b1,0.07393640455986779,13,Estimation
d1,0.07304853942297286,13,Estimation
mu,0.0027430290139782588,14,Estimation
h_mu,1.5198564789991259e-05,14,Estimation
nu,0.014731694504025372,14,Estimation
h_nu,-0.0002946338983735089,14,Estimation
b0,0.07048505691643817,14,Estimation
d0,0.02951343777768078,14,Estimation
d_d0,0.08434958124773106,14,Estimation
b1,0.050272311144024376,14,Estimation
d1,0.049731328889092354,14,Estimation
mu,0.0,15,Estimation
h_mu,4.4698098603584666e-05,15,Estimation
nu,0.009770878992926252,15,Estimation
h_nu,-0.1,15,Estimation
