Parameter,Value,Run,Type
mu,0.0,0,Estimation
h_mu,5.097601250657579e-05,0,Estimation
nu,0.0028069899096174696,0,Estimation
h_nu,-1.1531447034344919e-05,0,Estimation
b0,0.0756254038074692,0,Estimation
d0,0.036032670516106285,0,Estimation
d_d0,0.07797903761700573,0,Estimation
b1,0.08928241245677034,0,Estimation
d1,0.0882740873888154,0,Estimation
mu,0.0004,-1,True
h_mu,4e-05,-1,True
nu,0.004,-1,True
h_nu,-4e-05,-1,True
b0,0.04,-1,True
d0,0.0,-1,True
d_d0,0.08,-1,True
b1,0.001,-1,True
d1,0.0,-1,True
