Parameter,Value,Run,Type
mu,0.0,0,Estimation
h_mu,3.773466817080603e-05,0,Estimation
nu,0.0036103450131812135,0,Estimation
h_nu,-3.925524513362191e-05,0,Estimation
b0,0.07171061008517977,0,Estimation
d0,0.03178293640951639,0,Estimation
d_d0,0.08161339728983948,0,Estimation
b1,0.04444516458766934,0,Estimation
d1,0.043483552620481855,0,Estimation
mu,0.0,1,Estimation
h_mu,6.257110345045948e-05,1,Estimation
nu,0.005829006896001842,1,Estimation
h_nu,-0.0005316360886444887,1,Estimation
b0,0.0695815749441941,1,Estimation
d0,0.030388940938736227,1,Estimation
d_d0,0.07644080956536341,1,Estimation
b1,0.050017526200039686,1,Estimation
d1,0.04992092417280181,1,Estimation
mu,0.00030734343485173325,2,Estimation
h_mu,3.830791612150808e-05,2,Estimation
nu,0.00407879147700883,2,Estimation
h_nu,-0.00011385852396144222,2,Estimation
b0,0.06972331670243624,2,Estimation
d0,0.03023636764445379,2,Estimation
d_d0,0.07741885485076136,2,Estimation
b1,0.0500686204257176,2,Estimation
d1,0.04988361916378456,2,Estimation
mu,0.0004311730512279261,3,Estimation
h_mu,3.913844113583666e-05,3,Estimation
nu,0.004860250827492572,3,Estimation
h_nu,-0.0001494639133670176,3,Estimation
b0,0.06974071232171679,3,Estimation
d0,0.030241771875609627,3,Estimation
d_d0,0.07715767952726116,3,Estimation
b1,0.05015743153981846,3,Estimation
d1,0.049838196375462926,3,Estimation
mu,0.0008574095285515252,4,Estimation
h_mu,3.83814508898732e-05,4,Estimation
nu,0.005071150766909602,4,Estimation
h_nu,-0.00010142559735110418,4,Estimation
b0,0.07282901900853374,4,Estimation
d0,0.032925016273863066,4,Estimation
d_d0,0.07880014290100512,4,Estimation
b1,0.04999718408179829,4,Estimation
d1,0.049841589841552354,4,Estimation
mu,0.00021350572910795837,5,Estimation
h_mu,3.503556721532923e-05,5,Estimation
nu,0.004229736712082302,5,Estimation
h_nu,-4.283951332826598e-05,5,Estimation
b0,0.06962660028145973,5,Estimation
d0,0.03032630781436354,5,Estimation
d_d0,0.08014396571857514,5,Estimation
b1,0.05051465177435873,5,Estimation
d1,0.04940768971492922,5,Estimation
mu,1.5641012119997728e-07,6,Estimation
h_mu,4.638320695601464e-05,6,Estimation
nu,0.0036168639214670217,6,Estimation
h_nu,-2.5381654028171203e-05,6,Estimation
b0,0.06951140217005285,6,Estimation
d0,0.03035256910504455,6,Estimation
d_d0,0.07813835584811231,6,Estimation
b1,0.050553019542966114,6,Estimation
d1,0.04922403512321171,6,Estimation
mu,0.0,7,Estimation
h_mu,6.163763116934733e-05,7,Estimation
nu,0.00687361278971645,7,Estimation
h_nu,-0.0023954056948715338,7,Estimation
b0,0.0886217314155316,7,Estimation
d0,0.048937198705068484,7,Estimation
d_d0,0.07868049592689823,7,Estimation
b1,0.049103466713539,7,Estimation
d1,0.050019476925493384,7,Estimation
mu,0.0,8,Estimation
h_mu,5.639999492856411e-05,8,Estimation
nu,0.005515557316997606,8,Estimation
h_nu,-0.0011031539165290579,8,Estimation
b0,0.06990438433094309,8,Estimation
d0,0.030066185062550425,8,Estimation
d_d0,0.0798688626253355,8,Estimation
b1,0.049755076304100636,8,Estimation
