Parameter,Value,Run,Type
mu,0.00029927259090257763,0,Estimation
h_mu,4.425590792355504e-05,0,Estimation
nu,0.007327247735788365,0,Estimation
b0,0.03951359814799226,0,Estimation
d0,0.00010879704050116383,0,Estimation
d_d0,0.07885443102193809,0,Estimation
b1,0.05072970666343064,0,Estimation
d1,0.046896440663828524,0,Estimation
mu,0.00040188757686199385,1,Estimation
h_mu,4.0320769596339246e-05,1,Estimation
nu,0.0016569395045348905,1,Estimation
b0,0.08208023520664386,1,Estimation
d0,0.04193415012513281,1,Estimation
d_d0,0.07978553118372184,1,Estimation
b1,0.04722747539429794,1,Estimation
d1,0.04840977982805444,1,Estimation
mu,0.0003509620906749838,2,Estimation
h_mu,5.262583528951535e-05,2,Estimation
nu,0.005701179196229415,2,Estimation
b0,0.044611472251766954,2,Estimation
d0,0.004846553064115336,2,Estimation
d_d0,0.07917692591949577,2,Estimation
b1,0.05424903938566917,2,Estimation
d1,0.052500165416070214,2,Estimation
mu,0.0002723084690222082,3,Estimation
h_mu,4.8206502255750443e-05,3,Estimation
nu,0.0,3,Estimation
b0,0.08017027172094754,3,Estimation
d0,0.04055141292898067,3,Estimation
d_d0,0.07824342526075959,3,Estimation
b1,0.04915673763877042,3,Estimation
d1,0.05236861320146353,3,Estimation
mu,0.00030153235248825037,4,Estimation
h_mu,3.907151045517587e-05,4,Estimation
nu,0.006436182877520256,4,Estimation
b0,0.08240843528672531,4,Estimation
d0,0.042926314793919514,4,Estimation
d_d0,0.07905275190239368,4,Estimation
b1,0.04934234415125551,4,Estimation
d1,0.046046349436537015,4,Estimation
mu,0.00032944506094431013,5,Estimation
h_mu,2.7840432854720293e-05,5,Estimation
nu,0.02435702544370357,5,Estimation
b0,0.06962766802984476,5,Estimation
d0,0.030355104335044243,5,Estimation
d_d0,0.08087830831916956,5,Estimation
b1,0.07696302431504194,5,Estimation
d1,0.05686185639842221,5,Estimation
mu,0.00037873587587590896,6,Estimation
h_mu,3.4586248469625575e-05,6,Estimation
nu,0.026262522491863532,6,Estimation
b0,0.1,6,Estimation
d0,0.0603473817277346,6,Estimation
d_d0,0.08210471680853124,6,Estimation
b1,0.05474543992908413,6,Estimation
d1,0.033788568662865934,6,Estimation
mu,0.00027268447783874273,7,Estimation
h_mu,4.852952639455933e-05,7,Estimation
nu,0.003975355159842063,7,Estimation
b0,0.07964924676401643,7,Estimation
d0,0.039540980056106144,7,Estimation
d_d0,0.0793456950202534,7,Estimation
b1,0.05205576481154788,7,Estimation
d1,0.05121150857235359,7,Estimation
mu,0.00017668524617428595,8,Estimation
h_mu,5.17795517614162e-05,8,Estimation
nu,0.007424276405391607,8,Estimation
b0,0.07006876110346974,8,Estimation
d0,0.030890660309183974,8,Estimation
